countryiso3code,country,date,DT.ODA.DACD.HLTH.BAS.CD,DT.ODA.DACD.HLTH.CD,DT.ODA.DACD.HLTH.GEN.CD
XZN,Sub-Saharan Africa excluding South Africa and Nigeria,2009,2412629526.0,3143445875.0,730816349.0
XZN,Sub-Saharan Africa excluding South Africa and Nigeria,2010,2761085118.0,3491881499.0,730796381.0
XZN,Sub-Saharan Africa excluding South Africa and Nigeria,2011,3071050008.0,3852820813.0,781770805.0
ZAF,South Africa,2002,25408608.0,27944135.0,2535527.0
ZAF,South Africa,2003,22994422.0,31034982.0,8040560.0
ZAF,South Africa,2004,16261641.0,22169671.0,5908030.0
ZAF,South Africa,2005,21628232.0,30200069.0,8571837.0
ZAF,South Africa,2006,35535981.0,40230825.0,4694844.0
ZAF,South Africa,2007,31596819.0,37685387.0,6088568.0
ZAF,South Africa,2008,32383254.0,44719889.0,12336635.0
ZAF,South Africa,2009,38926280.0,43721987.0,4795707.0
ZAF,South Africa,2010,13857521.0,17927116.0,4069595.0
ZAF,South Africa,2011,68107592.0,78093952.0,9986360.0
ZMB,Zambia,2002,26386841.0,39061565.0,12674724.0
ZMB,Zambia,2003,37872548.0,76729402.0,38856854.0
ZMB,Zambia,2004,56704827.0,83396958.0,26692131.0
ZMB,Zambia,2005,63950402.0,97290188.0,33339786.0
ZMB,Zambia,2006,57891092.0,84909864.0,27018772.0
ZMB,Zambia,2007,97044837.0,133070963.0,36026126.0
ZMB,Zambia,2008,93370122.0,110186493.0,16816371.0
ZMB,Zambia,2009,79076633.0,90416284.0,11339651.0
ZMB,Zambia,2010,46804498.0,51727968.0,4923470.0
ZMB,Zambia,2011,94018271.0,105095758.0,11077487.0
ZWE,Zimbabwe,2002,756043.0,6577246.0,5821203.0
ZWE,Zimbabwe,2003,7286468.0,17946938.0,10660470.0
ZWE,Zimbabwe,2004,3061363.0,21835358.0,18773995.0
ZWE,Zimbabwe,2005,8578275.0,24666261.0,16087986.0
ZWE,Zimbabwe,2006,7568371.0,30246558.0,22678187.0
ZWE,Zimbabwe,2007,54074788.0,56025318.0,1950530.0
ZWE,Zimbabwe,2008,39494228.0,42034315.0,2540087.0
ZWE,Zimbabwe,2009,65630150.0,68087652.0,2457502.0
ZWE,Zimbabwe,2010,92663225.0,97291272.0,4628047.0
ZWE,Zimbabwe,2011,64301325.0,71948309.0,7646984.0
