"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"United States","USA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","1415000","1414000","1425000","","","","","","","1427387","1442913","1473053","1499697","","1575104","","","","","","","","","","","","","","","","1687937","1714415","1757073.375","1769451","1752938.875","1696753","1694633.5","1762360","1774348.25","1779956.125","",
"United States","USA","Repeaters, primary, total (% of total enrollment)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.60894","","","","","","","",
"United States","USA","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United States","USA","Persistence to grade 5, female (% of cohort)","SE.PRM.PRS5.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7231521606445","","","","","",
"United States","USA","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6599","3.8643","","","5.01799","4.42152","","4.95616","4.60756","4.84304","5.27661","","","","","","","","","4.7874","","","","","5.45159","5.65067","4.86057","5.33042","4.83562","4.99298","5.65673","5.11844","","","","","","","",
"United States","USA","School enrollment, primary, male (% net)","SE.PRM.NENR.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.16765","","","","","93.23588","91.84373","92.94052","92.87408","92.897","93.49589","95.28074","94.6724","","","","","","","",
"United States","USA","Gross intake ratio in first grade of primary education, male (% of relevant age group)","SE.PRM.GINT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.49924","","","","","104.46578","100.52597","104.9813","102.58933","102.2777","101.793","","","","","","","","","",
"United States","USA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.8740234375","","","","","","","","99.455436706543","99.6733779907227","100.299911499023","101.362861633301","101.821441650391","101.256561279297","100.981300354004","100.305793762207","98.3054885864258","96.9717330932617","","",
"United States","USA","Primary education, duration (years)","SE.PRM.DURS","","","","","","","","","","","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",
"United States","USA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8321990966797","100.092697143555","100.489051818848","100.923667907715","101.091278076172","95.743522644043","","",
