"Country Name","Country Code","Indicator Name","Indicator Code","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"United States","USA","Population, total","SP.POP.TOTL","309378227","311839461","314339099","316726282","319257560","321815121","324353340","326608609","328529577","330226227","331577720",
